    35	    41	    37	    39	         415.72
    36	    42	    38	    40	         455.59
    37	    43	    39	    41	         489.50
    38	    44	    40	    42	         481.02
    39	    45	    41	    43	         534.03
    40	    46	    42	    44	         670.72
    41	    47	    43	    45	         716.90
    42	    48	    44	    46	         935.27
     1	    10	     4	     7	         491.36
     2	    11	     5	     8	         499.54
     3	    12	     6	     9	         582.46
     4	    13	     7	    10	         798.91
     5	    14	     8	    11	         974.56
     6	    15	     9	    12	        1147.75
     7	    16	    10	    13	        1100.25
     8	    17	    11	    14	        1024.90
     9	    18	    12	    15	        1035.30
    10	    19	    13	    16	        1145.32
    11	    20	    14	    17	        1194.54
    12	    21	    15	    18	        1242.38
    13	    22	    16	    19	        1194.24
    14	    23	    17	    20	        1129.03
    15	    24	    18	    21	        1075.16
    16	    25	    19	    22	        1021.36
    17	    26	    20	    23	         952.40
    18	    27	    21	    24	         866.29
    19	    28	    22	    25	         778.19
    20	    29	    23	    26	         803.35
    21	    30	    24	    27	         830.76
    22	    31	    25	    28	         844.04
    23	    32	    26	    29	         807.06
    24	    33	    27	    30	         743.81
    25	    34	    28	    31	         685.07
    26	    35	    29	    32	         643.59
    27	    36	    30	    33	         648.54
    28	    37	    31	    34	         633.78
    29	    38	    32	    35	         582.91
    30	    39	    33	    36	         525.86
    31	    40	    34	    37	         477.92
    32	    41	    35	    38	         426.88
    33	    42	    36	    39	         406.13
    34	    43	    37	    40	         419.52
    35	    44	    38	    41	         402.75
    36	    45	    39	    42	         435.96
    37	    46	    40	    43	         467.78
    38	    47	    41	    44	         538.22
    39	    48	    42	    45	         583.43
     1	    13	     5	     9	         447.89
     2	    14	     6	    10	         606.10
     3	    15	     7	    11	         734.63
     4	    16	     8	    12	         845.72
     5	    17	     9	    13	         868.56
     6	    18	    10	    14	         854.22
     7	    19	    11	    15	         798.52
     8	    20	    12	    16	         759.56
     9	    21	    13	    17	         792.59
    10	    22	    14	    18	         877.26
    11	    23	    15	    19	         969.31
    12	    24	    16	    20	         995.62
    13	    25	    17	    21	         948.08
    14	    26	    18	    22	         885.63
    15	    27	    19	    23	         794.64
    16	    28	    20	    24	         751.24
    17	    29	    21	    25	         711.99
    18	    30	    22	    26	         668.27
    19	    31	    23	    27	         713.60
    20	    32	    24	    28	         728.64
    21	    33	    25	    29	         684.48
    22	    34	    26	    30	         662.86
    23	    35	    27	    31	         592.90
    24	    36	    28	    32	         534.86
    25	    37	    29	    33	         525.99
    26	    38	    30	    34	         494.07
    27	    39	    31	    35	         496.03
    28	    40	    32	    36	         475.82
    29	    41	    33	    37	         410.90
    30	    42	    34	    38	         397.54
    31	    43	    35	    39	         362.17
    32	    44	    36	    40	         361.34
    33	    45	    37	    41	         373.41
    34	    46	    38	    42	         372.05
    35	    47	    39	    43	         420.48
    36	    48	    40	    44	         446.51
     1	    16	     6	    11	         540.72
     2	    17	     7	    12	         596.21
     3	    18	     8	    13	         627.05
     4	    19	     9	    14	         633.41
     5	    20	    10	    15	         638.07
     6	    21	    11	    16	         652.51
     7	    22	    12	    17	         610.46
     8	    23	    13	    18	         616.93
     9	    24	    14	    19	         677.15
    10	    25	    15	    20	         774.99
    11	    26	    16	    21	         793.64
    12	    27	    17	    22	         740.04
    13	    28	    18	    23	         657.00
    14	    29	    19	    24	         612.51
    15	    30	    20	    25	         576.50
    16	    31	    21	    26	         559.71
    17	    32	    22	    27	         562.13
    18	    33	    23	    28	         576.71
    19	    34	    24	    29	         576.00
    20	    35	    25	    30	         579.79
    21	    36	    26	    31	         575.37
    22	    37	    27	    32	         519.47
    23	    38	    28	    33	         465.95
    24	    39	    29	    34	         452.78
    25	    40	    30	    35	         413.70
    26	    41	    31	    36	         392.00
    27	    42	    32	    37	         389.90
    28	    43	    33	    38	         356.21
    29	    44	    34	    39	         321.70
    30	    45	    35	    40	         328.95
    31	    46	    36	    41	         331.41
    32	    47	    37	    42	         332.81
    33	    48	    38	    43	         357.94
     1	    19	     7	    13	         447.82
     2	    20	     8	    14	         483.84
     3	    21	     9	    15	         498.57
     4	    22	    10	    16	         508.43
     5	    23	    11	    17	         554.52
     6	    24	    12	    18	         570.28
     7	    25	    13	    19	         565.94
     8	    26	    14	    20	         556.82
     9	    27	    15	    21	         560.24
    10	    28	    16	    22	         567.45
    11	    29	    17	    23	         534.15
    12	    30	    18	    24	         509.52
    13	    31	    19	    25	         475.29
    14	    32	    20	    26	         455.76
    15	    33	    21	    27	         435.38
    16	    34	    22	    28	         437.37
    17	    35	    23	    29	         462.84
    18	    36	    24	    30	         492.08
    19	    37	    25	    31	         515.63
    20	    38	    26	    32	         514.76
    21	    39	    27	    33	         493.36
    22	    40	    28	    34	         436.28
    23	    41	    29	    35	         398.93
    24	    42	    30	    36	         370.37
    25	    43	    31	    37	         342.88
    26	    44	    32	    38	         328.15
    27	    45	    33	    39	         303.86
    28	    46	    34	    40	         303.76
    29	    47	    35	    41	         291.26
    30	    48	    36	    42	         293.43
     1	    22	     8	    15	         377.21
     2	    23	     9	    16	         436.85
     3	    24	    10	    17	         470.16
     4	    25	    11	    18	         488.93
     5	    26	    12	    19	         494.74
     6	    27	    13	    20	         472.26
     7	    28	    14	    21	         425.33
     8	    29	    15	    22	         390.13
     9	    30	    16	    23	         371.10
    10	    31	    17	    24	         383.59
    11	    32	    18	    25	         374.53
    12	    33	    19	    26	         357.68
    13	    34	    20	    27	         353.23
    14	    35	    21	    28	         343.69
    15	    36	    22	    29	         342.23
    16	    37	    23	    30	         386.99
    17	    38	    24	    31	         424.84
    18	    39	    25	    32	         451.93
    19	    40	    26	    33	         469.53
    20	    41	    27	    34	         443.65
    21	    42	    28	    35	         406.96
    22	    43	    29	    36	         370.62
    23	    44	    30	    37	         326.51
    24	    45	    31	    38	         308.28
    25	    46	    32	    39	         286.81
    26	    47	    33	    40	         271.29
    27	    48	    34	    41	         261.15
     1	    25	     9	    17	         396.40
     2	    26	    10	    18	         418.77
     3	    27	    11	    19	         404.86
     4	    28	    12	    20	         367.24
     5	    29	    13	    21	         347.93
     6	    30	    14	    22	         325.23
     7	    31	    15	    23	         291.73
     8	    32	    16	    24	         264.43
     9	    33	    17	    25	         251.94
    10	    34	    18	    26	         268.60
    11	    35	    19	    27	         273.97
    12	    36	    20	    28	         285.75
    13	    37	    21	    29	         283.96
    14	    38	    22	    30	         294.88
    15	    39	    23	    31	         329.88
    16	    40	    24	    32	         359.33
    17	    41	    25	    33	         396.31
    18	    42	    26	    34	         414.92
    19	    43	    27	    35	         398.19
    20	    44	    28	    36	         362.51
    21	    45	    29	    37	         340.33
    22	    46	    30	    38	         304.38
    23	    47	    31	    39	         269.98
    24	    48	    32	    40	         256.85
     1	    28	    10	    19	         318.66
     2	    29	    11	    20	         307.92
     3	    30	    12	    21	         278.27
     4	    31	    13	    22	         252.81
     5	    32	    14	    23	         236.89
     6	    33	    15	    24	         226.17
     7	    34	    16	    25	         206.56
     8	    35	    17	    26	         188.53
     9	    36	    18	    27	         199.41
    10	    37	    19	    28	         222.72
    11	    38	    20	    29	         233.51
    12	    39	    21	    30	         252.27
    13	    40	    22	    31	         262.26
    14	    41	    23	    32	         283.91
    15	    42	    24	    33	         315.49
    16	    43	    25	    34	         338.60
    17	    44	    26	    35	         354.87
    18	    45	    27	    36	         347.13
    19	    46	    28	    37	         322.49
    20	    47	    29	    38	         302.76
    21	    48	    30	    39	         267.94
     1	    31	    11	    21	         226.09
     2	    32	    12	    22	         203.73
     3	    33	    13	    23	         181.88
     4	    34	    14	    24	         174.38
     5	    35	    15	    25	         172.77
     6	    36	    16	    26	         174.01
     7	    37	    17	    27	         167.99
     8	    38	    18	    28	         165.50
     9	    39	    19	    29	         176.62
    10	    40	    20	    30	         200.09
    11	    41	    21	    31	         213.18
    12	    42	    22	    32	         228.60
    13	    43	    23	    33	         249.92
    14	    44	    24	    34	         263.89
    15	    45	    25	    35	         279.83
    16	    46	    26	    36	         287.41
    17	    47	    27	    37	         284.56
    18	    48	    28	    38	         267.55
     1	    34	    12	    23	         148.86
     2	    35	    13	    24	         144.19
     3	    36	    14	    25	         143.65
     4	    37	    15	    26	         146.60
     5	    38	    16	    27	         151.75
     6	    39	    17	    28	         156.42
     7	    40	    18	    29	         152.53
     8	    41	    19	    30	         156.46
     9	    42	    20	    31	         170.85
    10	    43	    21	    32	         181.76
    11	    44	    22	    33	         195.30
    12	    45	    23	    34	         216.80
    13	    46	    24	    35	         224.88
    14	    47	    25	    36	         227.65
    15	    48	    26	    37	         228.54
     1	    37	    13	    25	         123.68
     2	    38	    14	    26	         127.48
     3	    39	    15	    27	         135.98
     4	    40	    16	    28	         139.12
     5	    41	    17	    29	         140.72
     6	    42	    18	    30	         149.29
     7	    43	    19	    31	         148.68
     8	    44	    20	    32	         147.39
     9	    45	    21	    33	         159.12
    10	    46	    22	    34	         168.68
    11	    47	    23	    35	         180.07
    12	    48	    24	    36	         185.98
     1	    40	    14	    27	         121.68
     2	    41	    15	    28	         128.44
     3	    42	    16	    29	         131.99
     4	    43	    17	    30	         135.49
     5	    44	    18	    31	         137.33
     6	    45	    19	    32	         139.71
     7	    46	    20	    33	         137.07
     8	    47	    21	    34	         139.88
     9	    48	    22	    35	         141.21
     1	    43	    15	    29	         122.71
     2	    44	    16	    30	         127.72
     3	    45	    17	    31	         130.26
     4	    46	    18	    32	         124.08
     5	    47	    19	    33	         126.55
     6	    48	    20	    34	         129.08
     1	    46	    16	    31	         119.92
     2	    47	    17	    32	         115.19
     3	    48	    18	    33	         114.25
     1	     2	     4	     3	         502.52
     2	     3	     5	     4	         508.11
     3	     4	     6	     5	         485.35
     4	     5	     7	     6	         455.95
     5	     6	     8	     7	         567.23
     6	     7	     9	     8	         489.27
     7	     8	    10	     9	         676.05
     8	     9	    11	    10	        1228.69
     9	    10	    12	    11	        2005.96
    10	    11	    13	    12	        1412.31
    11	    12	    14	    13	        1520.53
    12	    13	    15	    14	        1325.88
    13	    14	    16	    15	        1426.96
    14	    15	    17	    16	        1797.00
    15	    16	    18	    17	        1553.83
    16	    17	    19	    18	        1349.76
    17	    18	    20	    19	        1213.13
    18	    19	    21	    20	        1074.53
    19	    20	    22	    21	         879.90
    20	    21	    23	    22	         569.19
    21	    22	    24	    23	         543.24
    22	    23	    25	    24	         560.24
    23	    24	    26	    25	         606.15
    24	    25	    27	    26	         776.01
    25	    26	    28	    27	         922.85
    26	    27	    29	    28	        1089.85
    27	    28	    30	    29	        1231.44
    28	    29	    31	    30	         932.93
    29	    30	    32	    31	        1051.62
    30	    31	    33	    32	        1269.27
    31	    32	    34	    33	         846.74
    32	    33	    35	    34	         860.64
    33	    34	    36	    35	         678.28
    34	    35	    37	    36	         487.58
    35	    36	    38	    37	         542.15
    36	    37	    39	    38	         436.46
    37	    38	    40	    39	         546.96
    38	    39	    41	    40	         356.33
    39	    40	    42	    41	         552.34
    40	    41	    43	    42	         571.37
    41	    42	    44	    43	         667.55
    42	    43	    45	    44	         792.10
    43	    44	    46	    45	         987.78
    44	    45	    47	    46	         984.19
    45	    46	    48	    47	        1607.72
     1	     2	     5	     4	         447.85
     2	     3	     6	     5	         482.56
     3	     4	     7	     6	         413.07
     4	     5	     8	     7	         542.22
     5	     6	     9	     8	         847.49
     6	     7	    10	     9	         673.96
     7	     8	    11	    10	         756.58
     8	     9	    12	    11	        1441.08
     9	    10	    13	    12	        1810.52
    10	    11	    14	    13	        1488.88
    11	    12	    15	    14	        1464.99
    12	    13	    16	    15	        1662.58
    13	    14	    17	    16	        1699.14
    14	    15	    18	    17	        1758.55
    15	    16	    19	    18	        1657.52
    16	    17	    20	    19	        1513.01
    17	    18	    21	    20	        1343.36
    18	    19	    22	    21	        1149.46
    19	    20	    23	    22	         761.03
    20	    21	    24	    23	         726.20
    21	    22	    25	    24	         651.07
    22	    23	    26	    25	         631.15
    23	    24	    27	    26	         820.25
    24	    25	    28	    27	         894.47
    25	    26	    29	    28	         913.96
    26	    27	    30	    29	        1135.65
    27	    28	    31	    30	        1167.28
    28	    29	    32	    31	        1055.52
    29	    30	    33	    32	        1139.66
    30	    31	    34	    33	        1011.14
    31	    32	    35	    34	         776.85
    32	    33	    36	    35	         722.01
    33	    34	    37	    36	         568.38
    34	    35	    38	    37	         503.92
    35	    36	    39	    38	         410.27
    36	    37	    40	    39	         520.55
    37	    38	    41	    40	         488.38
    38	    39	    42	    41	         370.08
    39	    40	    43	    42	         630.36
    40	    41	    44	    43	         593.49
    41	    42	    45	    44	         628.00
    42	    43	    46	    45	         817.84
    43	    44	    47	    46	         964.95
    44	    45	    48	    47	        1033.29
     1	     2	     6	     5	         460.83
     2	     3	     7	     6	         392.91
     3	     4	     8	     7	         447.83
     4	     5	     9	     8	         772.89
     5	     6	    10	     9	        1028.30
     6	     7	    11	    10	         749.71
     7	     8	    12	    11	         860.31
     8	     9	    13	    12	        1270.62
     9	    10	    14	    13	        1691.79
    10	    11	    15	    14	        1469.10
    11	    12	    16	    15	        1834.94
    12	    13	    17	    16	        1873.93
    13	    14	    18	    17	        1702.82
    14	    15	    19	    18	        1696.56
    15	    16	    20	    19	        1665.23
    16	    17	    21	    20	        1558.79
    17	    18	    22	    21	        1311.12
    18	    19	    23	    22	         925.63
    19	    20	    24	    23	         900.75
    20	    21	    25	    24	         815.15
    21	    22	    26	    25	         735.66
    22	    23	    27	    26	         805.44
    23	    24	    28	    27	         932.53
    24	    25	    29	    28	         842.34
    25	    26	    30	    29	         962.21
    26	    27	    31	    30	        1106.24
    27	    28	    32	    31	        1132.33
    28	    29	    33	    32	        1079.55
    29	    30	    34	    33	         948.12
    30	    31	    35	    34	         882.69
    31	    32	    36	    35	         614.73
    32	    33	    37	    36	         601.70
    33	    34	    38	    37	         525.86
    34	    35	    39	    38	         387.48
    35	    36	    40	    39	         482.61
    36	    37	    41	    40	         414.54
    37	    38	    42	    41	         418.24
    38	    39	    43	    42	         412.60
    39	    40	    44	    43	         587.58
    40	    41	    45	    44	         512.59
    41	    42	    46	    45	         596.57
    42	    43	    47	    46	         766.28
    43	    44	    48	    47	         973.78
     1	     2	     7	     6	         383.55
     2	     3	     8	     7	         407.42
     3	     4	     9	     8	         618.02
     4	     5	    10	     9	         919.69
     5	     6	    11	    10	        1053.47
     6	     7	    12	    11	         814.10
     7	     8	    13	    12	         752.72
     8	     9	    14	    13	        1133.62
     9	    10	    15	    14	        1603.32
    10	    11	    16	    15	        1734.35
    11	    12	    17	    16	        2001.97
    12	    13	    18	    17	        1764.37
    13	    14	    19	    18	        1606.65
    14	    15	    20	    19	        1540.96
    15	    16	    21	    20	        1579.61
    16	    17	    22	    21	        1421.35
    17	    18	    23	    22	         987.56
    18	    19	    24	    23	        1018.33
    19	    20	    25	    24	         930.43
    20	    21	    26	    25	         876.49
    21	    22	    27	    26	         916.89
    22	    23	    28	    27	         847.71
    23	    24	    29	    28	         840.10
    24	    25	    30	    29	         884.20
    25	    26	    31	    30	         916.24
    26	    27	    32	    31	        1026.08
    27	    28	    33	    32	        1131.80
    28	    29	    34	    33	         812.22
    29	    30	    35	    34	         796.14
    30	    31	    36	    35	         674.20
    31	    32	    37	    36	         519.44
    32	    33	    38	    37	         545.51
    33	    34	    39	    38	         386.34
    34	    35	    40	    39	         444.47
    35	    36	    41	    40	         383.89
    36	    37	    42	    41	         351.32
    37	    38	    43	    42	         440.67
    38	    39	    44	    43	         373.75
    39	    40	    45	    44	         485.75
    40	    41	    46	    45	         500.54
    41	    42	    47	    46	         551.74
    42	    43	    48	    47	         795.24
     1	     2	     8	     7	         397.36
     2	     3	     9	     8	         556.43
     3	     4	    10	     9	         749.91
     4	     5	    11	    10	         921.89
     5	     6	    12	    11	        1125.13
     6	     7	    13	    12	         724.63
     7	     8	    14	    13	         637.25
     8	     9	    15	    14	        1038.45
     9	    10	    16	    15	        1779.40
    10	    11	    17	    16	        1771.37
    11	    12	    18	    17	        1727.64
    12	    13	    19	    18	        1516.54
    13	    14	    20	    19	        1398.06
    14	    15	    21	    20	        1382.34
    15	    16	    22	    21	        1377.78
    16	    17	    23	    22	        1031.25
    17	    18	    24	    23	        1042.39
    18	    19	    25	    24	        1014.32
    19	    20	    26	    25	         961.12
    20	    21	    27	    26	        1060.11
    21	    22	    28	    27	         938.38
    22	    23	    29	    28	         720.54
    23	    24	    30	    29	         858.90
    24	    25	    31	    30	         798.88
    25	    26	    32	    31	         830.22
    26	    27	    33	    32	        1018.19
    27	    28	    34	    33	         825.09
    28	    29	    35	    34	         674.93
    29	    30	    36	    35	         637.30
    30	    31	    37	    36	         558.46
    31	    32	    38	    37	         460.68
    32	    33	    39	    38	         420.34
    33	    34	    40	    39	         454.42
    34	    35	    41	    40	         369.25
    35	    36	    42	    41	         326.99
    36	    37	    43	    42	         380.21
    37	    38	    44	    43	         397.25
    38	    39	    45	    44	         324.00
    39	    40	    46	    45	         505.93
    40	    41	    47	    46	         486.67
    41	    42	    48	    47	         571.80
     1	     3	     9	     7	         457.19
     2	     4	    10	     8	         639.35
     3	     5	    11	     9	         847.86
     4	     6	    12	    10	        1014.41
     5	     7	    13	    11	         868.01
     6	     8	    14	    12	         690.86
     7	     9	    15	    13	         914.78
     8	    10	    16	    14	        1435.07
     9	    11	    17	    15	        1741.17
    10	    12	    18	    16	        1801.44
    11	    13	    19	    17	        1653.87
    12	    14	    20	    18	        1482.55
    13	    15	    21	    19	        1413.01
    14	    16	    22	    20	        1412.81
    15	    17	    23	    21	        1243.26
    16	    18	    24	    22	        1011.91
    17	    19	    25	    23	        1013.35
    18	    20	    26	    24	         963.66
    19	    21	    27	    25	         966.37
    20	    22	    28	    26	         965.63
    21	    23	    29	    27	         822.06
    22	    24	    30	    28	         792.43
    23	    25	    31	    29	         832.83
    24	    26	    32	    30	         832.26
    25	    27	    33	    31	         938.60
    26	    28	    34	    32	         971.54
    27	    29	    35	    33	         759.75
    28	    30	    36	    34	         682.44
    29	    31	    37	    35	         610.19
    30	    32	    38	    36	         505.84
    31	    33	    39	    37	         466.08
    32	    34	    40	    38	         420.99
    33	    35	    41	    39	         416.22
    34	    36	    42	    40	         355.51
    35	    37	    43	    41	         351.02
    36	    38	    44	    42	         399.99
    37	    39	    45	    43	         359.33
    38	    40	    46	    44	         429.56
    39	    41	    47	    45	         490.90
    40	    42	    48	    46	         529.95
     1	     3	    11	     9	         717.36
     2	     4	    12	    10	         755.46
     3	     5	    13	    11	         844.28
     4	     6	    14	    12	         827.30
     5	     7	    15	    13	         668.97
     6	     8	    16	    14	         624.66
     7	     9	    17	    15	         967.97
     8	    10	    18	    16	        1471.15
     9	    11	    19	    17	        1489.64
    10	    12	    20	    18	        1387.74
    11	    13	    21	    19	        1252.59
    12	    14	    22	    20	        1151.36
    13	    15	    23	    21	        1007.62
    14	    16	    24	    22	         944.34
    15	    17	    25	    23	        1064.54
    16	    18	    26	    24	        1078.14
    17	    19	    27	    25	        1164.47
    18	    20	    28	    26	        1213.72
    19	    21	    29	    27	        1040.87
    20	    22	    30	    28	         840.20
    21	    23	    31	    29	         725.61
    22	    24	    32	    30	         693.27
    23	    25	    33	    31	         718.03
    24	    26	    34	    32	         714.95
    25	    27	    35	    33	         666.01
    26	    28	    36	    34	         620.27
    27	    29	    37	    35	         492.17
    28	    30	    38	    36	         472.54
    29	    31	    39	    37	         462.92
    30	    32	    40	    38	         410.24
    31	    33	    41	    39	         449.25
    32	    34	    42	    40	         388.69
    33	    35	    43	    41	         354.66
    34	    36	    44	    42	         370.57
    35	    37	    45	    43	         344.25
    36	    38	    46	    44	         350.03
    37	    39	    47	    45	         367.70
    38	    40	    48	    46	         450.06
     1	     3	    13	    11	         667.86
     2	     4	    14	    12	         582.22
     3	     5	    15	    13	         591.15
     4	     6	    16	    14	         691.68
     5	     7	    17	    15	         668.19
     6	     8	    18	    16	         578.43
     7	     9	    19	    17	         732.81
     8	    10	    20	    18	        1009.27
     9	    11	    21	    19	        1030.50
    10	    12	    22	    20	         967.40
    11	    13	    23	    21	         826.60
    12	    14	    24	    22	         700.37
    13	    15	    25	    23	         782.98
    14	    16	    26	    24	         920.41
    15	    17	    27	    25	        1130.13
    16	    18	    28	    26	        1258.96
    17	    19	    29	    27	        1128.68
    18	    20	    30	    28	         945.95
    19	    21	    31	    29	         830.16
    20	    22	    32	    30	         666.66
    21	    23	    33	    31	         558.10
    22	    24	    34	    32	         540.89
    23	    25	    35	    33	         466.66
    24	    26	    36	    34	         421.32
    25	    27	    37	    35	         407.21
    26	    28	    38	    36	         403.73
    27	    29	    39	    37	         353.21
    28	    30	    40	    38	         382.97
    29	    31	    41	    39	         426.07
    30	    32	    42	    40	         369.23
    31	    33	    43	    41	         395.20
    32	    34	    44	    42	         405.09
    33	    35	    45	    43	         346.34
    34	    36	    46	    44	         333.81
    35	    37	    47	    45	         350.54
    36	    38	    48	    46	         387.45
     1	     3	    15	    13	         457.97
     2	     4	    16	    14	         480.84
     3	     5	    17	    15	         558.61
     4	     6	    18	    16	         598.77
     5	     7	    19	    17	         490.88
     6	     8	    20	    18	         378.32
     7	     9	    21	    19	         480.62
     8	    10	    22	    20	         672.17
     9	    11	    23	    21	         599.09
    10	    12	    24	    22	         563.78
    11	    13	    25	    23	         612.55
    12	    14	    26	    24	         630.47
    13	    15	    27	    25	         800.81
    14	    16	    28	    26	        1015.36
    15	    17	    29	    27	        1025.77
    16	    18	    30	    28	         918.57
    17	    19	    31	    29	         846.95
    18	    20	    32	    30	         695.74
    19	    21	    33	    31	         597.15
    20	    22	    34	    32	         483.74
    21	    23	    35	    33	         341.32
    22	    24	    36	    34	         302.65
    23	    25	    37	    35	         271.68
    24	    26	    38	    36	         268.43
    25	    27	    39	    37	         285.40
    26	    28	    40	    38	         316.91
    27	    29	    41	    39	         321.72
    28	    30	    42	    40	         328.33
    29	    31	    43	    41	         385.38
    30	    32	    44	    42	         419.34
    31	    33	    45	    43	         407.13
    32	    34	    46	    44	         353.58
    33	    35	    47	    45	         342.62
    34	    36	    48	    46	         375.12
     1	     4	    16	    13	         487.16
     2	     5	    17	    14	         543.43
     3	     6	    18	    15	         610.08
     4	     7	    19	    16	         551.19
     5	     8	    20	    17	         463.59
     6	     9	    21	    18	         511.61
     7	    10	    22	    19	         662.78
     8	    11	    23	    20	         689.49
     9	    12	    24	    21	         661.25
    10	    13	    25	    22	         606.04
    11	    14	    26	    23	         659.84
    12	    15	    27	    24	         755.93
    13	    16	    28	    25	         931.48
    14	    17	    29	    26	        1069.20
    15	    18	    30	    27	        1037.40
    16	    19	    31	    28	         911.07
    17	    20	    32	    29	         807.19
    18	    21	    33	    30	         679.60
    19	    22	    34	    31	         549.34
    20	    23	    35	    32	         443.77
    21	    24	    36	    33	         356.79
    22	    25	    37	    34	         315.54
    23	    26	    38	    35	         293.52
    24	    27	    39	    36	         301.87
    25	    28	    40	    37	         322.54
    26	    29	    41	    38	         314.06
    27	    30	    42	    39	         351.98
    28	    31	    43	    40	         366.32
    29	    32	    44	    41	         400.27
    30	    33	    45	    42	         417.93
    31	    34	    46	    43	         393.55
    32	    35	    47	    44	         364.35
    33	    36	    48	    45	         363.89
     1	     4	    19	    16	         343.76
     2	     5	    20	    17	         321.53
     3	     6	    21	    18	         319.00
     4	     7	    22	    19	         263.02
     5	     8	    23	    20	         219.20
     6	     9	    24	    21	         222.33
     7	    10	    25	    22	         291.52
     8	    11	    26	    23	         392.39
     9	    12	    27	    24	         499.28
    10	    13	    28	    25	         545.65
    11	    14	    29	    26	         590.11
    12	    15	    30	    27	         590.73
    13	    16	    31	    28	         593.85
    14	    17	    32	    29	         621.00
    15	    18	    33	    30	         573.31
    16	    19	    34	    31	         503.46
    17	    20	    35	    32	         416.87
    18	    21	    36	    33	         306.80
    19	    22	    37	    34	         233.11
    20	    23	    38	    35	         176.85
    21	    24	    39	    36	         160.40
    22	    25	    40	    37	         160.99
    23	    26	    41	    38	         179.03
    24	    27	    42	    39	         217.58
    25	    28	    43	    40	         252.86
    26	    29	    44	    41	         276.60
    27	    30	    45	    42	         329.06
    28	    31	    46	    43	         388.32
    29	    32	    47	    44	         411.44
    30	    33	    48	    45	         468.53
     1	     4	    22	    19	         164.31
     2	     5	    23	    20	         148.03
     3	     6	    24	    21	         145.28
     4	     7	    25	    22	         121.22
